,Input1,Input2,Target,Alpha
3329,z12/mcf-z-stacks-03212011_g22_s2_w2.tif,z16/mcf-z-stacks-03212011_g22_s2_w2.tif,z14/mcf-z-stacks-03212011_g22_s2_w2.tif,0.5
3330,z12/mcf-z-stacks-03212011_g23_s1_w2.tif,z16/mcf-z-stacks-03212011_g23_s1_w2.tif,z14/mcf-z-stacks-03212011_g23_s1_w2.tif,0.5
3331,z12/mcf-z-stacks-03212011_g23_s2_w2.tif,z16/mcf-z-stacks-03212011_g23_s2_w2.tif,z14/mcf-z-stacks-03212011_g23_s2_w2.tif,0.5
3332,z12/mcf-z-stacks-03212011_g24_s1_w2.tif,z16/mcf-z-stacks-03212011_g24_s1_w2.tif,z14/mcf-z-stacks-03212011_g24_s1_w2.tif,0.5
3333,z12/mcf-z-stacks-03212011_g24_s2_w2.tif,z16/mcf-z-stacks-03212011_g24_s2_w2.tif,z14/mcf-z-stacks-03212011_g24_s2_w2.tif,0.5
3334,z12/mcf-z-stacks-03212011_h01_s1_w2.tif,z16/mcf-z-stacks-03212011_h01_s1_w2.tif,z14/mcf-z-stacks-03212011_h01_s1_w2.tif,0.5
3335,z12/mcf-z-stacks-03212011_h01_s2_w2.tif,z16/mcf-z-stacks-03212011_h01_s2_w2.tif,z14/mcf-z-stacks-03212011_h01_s2_w2.tif,0.5
3336,z12/mcf-z-stacks-03212011_h02_s1_w2.tif,z16/mcf-z-stacks-03212011_h02_s1_w2.tif,z14/mcf-z-stacks-03212011_h02_s1_w2.tif,0.5
3337,z12/mcf-z-stacks-03212011_h02_s2_w2.tif,z16/mcf-z-stacks-03212011_h02_s2_w2.tif,z14/mcf-z-stacks-03212011_h02_s2_w2.tif,0.5
3338,z12/mcf-z-stacks-03212011_h03_s1_w2.tif,z16/mcf-z-stacks-03212011_h03_s1_w2.tif,z14/mcf-z-stacks-03212011_h03_s1_w2.tif,0.5
3339,z12/mcf-z-stacks-03212011_h03_s2_w2.tif,z16/mcf-z-stacks-03212011_h03_s2_w2.tif,z14/mcf-z-stacks-03212011_h03_s2_w2.tif,0.5
3340,z12/mcf-z-stacks-03212011_h04_s1_w2.tif,z16/mcf-z-stacks-03212011_h04_s1_w2.tif,z14/mcf-z-stacks-03212011_h04_s1_w2.tif,0.5
3341,z12/mcf-z-stacks-03212011_h04_s2_w2.tif,z16/mcf-z-stacks-03212011_h04_s2_w2.tif,z14/mcf-z-stacks-03212011_h04_s2_w2.tif,0.5
3342,z12/mcf-z-stacks-03212011_h05_s1_w2.tif,z16/mcf-z-stacks-03212011_h05_s1_w2.tif,z14/mcf-z-stacks-03212011_h05_s1_w2.tif,0.5
3343,z12/mcf-z-stacks-03212011_h05_s2_w2.tif,z16/mcf-z-stacks-03212011_h05_s2_w2.tif,z14/mcf-z-stacks-03212011_h05_s2_w2.tif,0.5
3344,z12/mcf-z-stacks-03212011_h06_s1_w2.tif,z16/mcf-z-stacks-03212011_h06_s1_w2.tif,z14/mcf-z-stacks-03212011_h06_s1_w2.tif,0.5
3345,z12/mcf-z-stacks-03212011_h06_s2_w2.tif,z16/mcf-z-stacks-03212011_h06_s2_w2.tif,z14/mcf-z-stacks-03212011_h06_s2_w2.tif,0.5
3346,z12/mcf-z-stacks-03212011_h07_s1_w2.tif,z16/mcf-z-stacks-03212011_h07_s1_w2.tif,z14/mcf-z-stacks-03212011_h07_s1_w2.tif,0.5
3347,z12/mcf-z-stacks-03212011_h07_s2_w2.tif,z16/mcf-z-stacks-03212011_h07_s2_w2.tif,z14/mcf-z-stacks-03212011_h07_s2_w2.tif,0.5
3348,z12/mcf-z-stacks-03212011_h08_s1_w2.tif,z16/mcf-z-stacks-03212011_h08_s1_w2.tif,z14/mcf-z-stacks-03212011_h08_s1_w2.tif,0.5
3349,z12/mcf-z-stacks-03212011_h08_s2_w2.tif,z16/mcf-z-stacks-03212011_h08_s2_w2.tif,z14/mcf-z-stacks-03212011_h08_s2_w2.tif,0.5
3350,z12/mcf-z-stacks-03212011_h09_s1_w2.tif,z16/mcf-z-stacks-03212011_h09_s1_w2.tif,z14/mcf-z-stacks-03212011_h09_s1_w2.tif,0.5
3351,z12/mcf-z-stacks-03212011_h09_s2_w2.tif,z16/mcf-z-stacks-03212011_h09_s2_w2.tif,z14/mcf-z-stacks-03212011_h09_s2_w2.tif,0.5
3352,z12/mcf-z-stacks-03212011_h10_s1_w2.tif,z16/mcf-z-stacks-03212011_h10_s1_w2.tif,z14/mcf-z-stacks-03212011_h10_s1_w2.tif,0.5
3353,z12/mcf-z-stacks-03212011_h10_s2_w2.tif,z16/mcf-z-stacks-03212011_h10_s2_w2.tif,z14/mcf-z-stacks-03212011_h10_s2_w2.tif,0.5
3354,z12/mcf-z-stacks-03212011_h11_s1_w2.tif,z16/mcf-z-stacks-03212011_h11_s1_w2.tif,z14/mcf-z-stacks-03212011_h11_s1_w2.tif,0.5
3355,z12/mcf-z-stacks-03212011_h11_s2_w2.tif,z16/mcf-z-stacks-03212011_h11_s2_w2.tif,z14/mcf-z-stacks-03212011_h11_s2_w2.tif,0.5
3356,z12/mcf-z-stacks-03212011_h12_s1_w2.tif,z16/mcf-z-stacks-03212011_h12_s1_w2.tif,z14/mcf-z-stacks-03212011_h12_s1_w2.tif,0.5
3357,z12/mcf-z-stacks-03212011_h12_s2_w2.tif,z16/mcf-z-stacks-03212011_h12_s2_w2.tif,z14/mcf-z-stacks-03212011_h12_s2_w2.tif,0.5
3358,z12/mcf-z-stacks-03212011_h13_s1_w2.tif,z16/mcf-z-stacks-03212011_h13_s1_w2.tif,z14/mcf-z-stacks-03212011_h13_s1_w2.tif,0.5
3359,z12/mcf-z-stacks-03212011_h13_s2_w2.tif,z16/mcf-z-stacks-03212011_h13_s2_w2.tif,z14/mcf-z-stacks-03212011_h13_s2_w2.tif,0.5
3360,z12/mcf-z-stacks-03212011_h14_s1_w2.tif,z16/mcf-z-stacks-03212011_h14_s1_w2.tif,z14/mcf-z-stacks-03212011_h14_s1_w2.tif,0.5
3361,z12/mcf-z-stacks-03212011_h14_s2_w2.tif,z16/mcf-z-stacks-03212011_h14_s2_w2.tif,z14/mcf-z-stacks-03212011_h14_s2_w2.tif,0.5
3362,z12/mcf-z-stacks-03212011_h15_s1_w2.tif,z16/mcf-z-stacks-03212011_h15_s1_w2.tif,z14/mcf-z-stacks-03212011_h15_s1_w2.tif,0.5
3363,z12/mcf-z-stacks-03212011_h15_s2_w2.tif,z16/mcf-z-stacks-03212011_h15_s2_w2.tif,z14/mcf-z-stacks-03212011_h15_s2_w2.tif,0.5
3364,z12/mcf-z-stacks-03212011_h16_s1_w2.tif,z16/mcf-z-stacks-03212011_h16_s1_w2.tif,z14/mcf-z-stacks-03212011_h16_s1_w2.tif,0.5
3365,z12/mcf-z-stacks-03212011_h16_s2_w2.tif,z16/mcf-z-stacks-03212011_h16_s2_w2.tif,z14/mcf-z-stacks-03212011_h16_s2_w2.tif,0.5
3366,z12/mcf-z-stacks-03212011_h17_s1_w2.tif,z16/mcf-z-stacks-03212011_h17_s1_w2.tif,z14/mcf-z-stacks-03212011_h17_s1_w2.tif,0.5
3367,z12/mcf-z-stacks-03212011_h17_s2_w2.tif,z16/mcf-z-stacks-03212011_h17_s2_w2.tif,z14/mcf-z-stacks-03212011_h17_s2_w2.tif,0.5
3368,z12/mcf-z-stacks-03212011_h18_s1_w2.tif,z16/mcf-z-stacks-03212011_h18_s1_w2.tif,z14/mcf-z-stacks-03212011_h18_s1_w2.tif,0.5
3369,z12/mcf-z-stacks-03212011_h18_s2_w2.tif,z16/mcf-z-stacks-03212011_h18_s2_w2.tif,z14/mcf-z-stacks-03212011_h18_s2_w2.tif,0.5
3370,z12/mcf-z-stacks-03212011_h19_s1_w2.tif,z16/mcf-z-stacks-03212011_h19_s1_w2.tif,z14/mcf-z-stacks-03212011_h19_s1_w2.tif,0.5
3371,z12/mcf-z-stacks-03212011_h19_s2_w2.tif,z16/mcf-z-stacks-03212011_h19_s2_w2.tif,z14/mcf-z-stacks-03212011_h19_s2_w2.tif,0.5
3372,z12/mcf-z-stacks-03212011_h20_s1_w2.tif,z16/mcf-z-stacks-03212011_h20_s1_w2.tif,z14/mcf-z-stacks-03212011_h20_s1_w2.tif,0.5
3373,z12/mcf-z-stacks-03212011_h20_s2_w2.tif,z16/mcf-z-stacks-03212011_h20_s2_w2.tif,z14/mcf-z-stacks-03212011_h20_s2_w2.tif,0.5
3374,z12/mcf-z-stacks-03212011_h21_s1_w2.tif,z16/mcf-z-stacks-03212011_h21_s1_w2.tif,z14/mcf-z-stacks-03212011_h21_s1_w2.tif,0.5
3375,z12/mcf-z-stacks-03212011_h21_s2_w2.tif,z16/mcf-z-stacks-03212011_h21_s2_w2.tif,z14/mcf-z-stacks-03212011_h21_s2_w2.tif,0.5
3376,z12/mcf-z-stacks-03212011_h22_s1_w2.tif,z16/mcf-z-stacks-03212011_h22_s1_w2.tif,z14/mcf-z-stacks-03212011_h22_s1_w2.tif,0.5
3377,z12/mcf-z-stacks-03212011_h22_s2_w2.tif,z16/mcf-z-stacks-03212011_h22_s2_w2.tif,z14/mcf-z-stacks-03212011_h22_s2_w2.tif,0.5
3378,z12/mcf-z-stacks-03212011_h23_s1_w2.tif,z16/mcf-z-stacks-03212011_h23_s1_w2.tif,z14/mcf-z-stacks-03212011_h23_s1_w2.tif,0.5
3379,z12/mcf-z-stacks-03212011_h23_s2_w2.tif,z16/mcf-z-stacks-03212011_h23_s2_w2.tif,z14/mcf-z-stacks-03212011_h23_s2_w2.tif,0.5
3380,z12/mcf-z-stacks-03212011_h24_s1_w2.tif,z16/mcf-z-stacks-03212011_h24_s1_w2.tif,z14/mcf-z-stacks-03212011_h24_s1_w2.tif,0.5
3381,z12/mcf-z-stacks-03212011_h24_s2_w2.tif,z16/mcf-z-stacks-03212011_h24_s2_w2.tif,z14/mcf-z-stacks-03212011_h24_s2_w2.tif,0.5
3382,z12/mcf-z-stacks-03212011_i01_s1_w2.tif,z16/mcf-z-stacks-03212011_i01_s1_w2.tif,z14/mcf-z-stacks-03212011_i01_s1_w2.tif,0.5
3383,z12/mcf-z-stacks-03212011_i01_s2_w2.tif,z16/mcf-z-stacks-03212011_i01_s2_w2.tif,z14/mcf-z-stacks-03212011_i01_s2_w2.tif,0.5
3384,z12/mcf-z-stacks-03212011_i02_s1_w2.tif,z16/mcf-z-stacks-03212011_i02_s1_w2.tif,z14/mcf-z-stacks-03212011_i02_s1_w2.tif,0.5
3385,z12/mcf-z-stacks-03212011_i02_s2_w2.tif,z16/mcf-z-stacks-03212011_i02_s2_w2.tif,z14/mcf-z-stacks-03212011_i02_s2_w2.tif,0.5
3386,z12/mcf-z-stacks-03212011_i03_s1_w2.tif,z16/mcf-z-stacks-03212011_i03_s1_w2.tif,z14/mcf-z-stacks-03212011_i03_s1_w2.tif,0.5
3387,z12/mcf-z-stacks-03212011_i03_s2_w2.tif,z16/mcf-z-stacks-03212011_i03_s2_w2.tif,z14/mcf-z-stacks-03212011_i03_s2_w2.tif,0.5
3388,z12/mcf-z-stacks-03212011_i04_s1_w2.tif,z16/mcf-z-stacks-03212011_i04_s1_w2.tif,z14/mcf-z-stacks-03212011_i04_s1_w2.tif,0.5
3389,z12/mcf-z-stacks-03212011_i04_s2_w2.tif,z16/mcf-z-stacks-03212011_i04_s2_w2.tif,z14/mcf-z-stacks-03212011_i04_s2_w2.tif,0.5
3390,z12/mcf-z-stacks-03212011_i05_s1_w2.tif,z16/mcf-z-stacks-03212011_i05_s1_w2.tif,z14/mcf-z-stacks-03212011_i05_s1_w2.tif,0.5
3391,z12/mcf-z-stacks-03212011_i05_s2_w2.tif,z16/mcf-z-stacks-03212011_i05_s2_w2.tif,z14/mcf-z-stacks-03212011_i05_s2_w2.tif,0.5
3392,z12/mcf-z-stacks-03212011_i06_s1_w2.tif,z16/mcf-z-stacks-03212011_i06_s1_w2.tif,z14/mcf-z-stacks-03212011_i06_s1_w2.tif,0.5
3393,z12/mcf-z-stacks-03212011_i06_s2_w2.tif,z16/mcf-z-stacks-03212011_i06_s2_w2.tif,z14/mcf-z-stacks-03212011_i06_s2_w2.tif,0.5
3394,z12/mcf-z-stacks-03212011_i07_s1_w2.tif,z16/mcf-z-stacks-03212011_i07_s1_w2.tif,z14/mcf-z-stacks-03212011_i07_s1_w2.tif,0.5
3395,z12/mcf-z-stacks-03212011_i07_s2_w2.tif,z16/mcf-z-stacks-03212011_i07_s2_w2.tif,z14/mcf-z-stacks-03212011_i07_s2_w2.tif,0.5
3396,z12/mcf-z-stacks-03212011_i08_s1_w2.tif,z16/mcf-z-stacks-03212011_i08_s1_w2.tif,z14/mcf-z-stacks-03212011_i08_s1_w2.tif,0.5
3397,z12/mcf-z-stacks-03212011_i08_s2_w2.tif,z16/mcf-z-stacks-03212011_i08_s2_w2.tif,z14/mcf-z-stacks-03212011_i08_s2_w2.tif,0.5
3398,z12/mcf-z-stacks-03212011_i09_s1_w2.tif,z16/mcf-z-stacks-03212011_i09_s1_w2.tif,z14/mcf-z-stacks-03212011_i09_s1_w2.tif,0.5
3399,z12/mcf-z-stacks-03212011_i09_s2_w2.tif,z16/mcf-z-stacks-03212011_i09_s2_w2.tif,z14/mcf-z-stacks-03212011_i09_s2_w2.tif,0.5
3400,z12/mcf-z-stacks-03212011_i10_s1_w2.tif,z16/mcf-z-stacks-03212011_i10_s1_w2.tif,z14/mcf-z-stacks-03212011_i10_s1_w2.tif,0.5
3401,z12/mcf-z-stacks-03212011_i10_s2_w2.tif,z16/mcf-z-stacks-03212011_i10_s2_w2.tif,z14/mcf-z-stacks-03212011_i10_s2_w2.tif,0.5
3402,z12/mcf-z-stacks-03212011_i11_s1_w2.tif,z16/mcf-z-stacks-03212011_i11_s1_w2.tif,z14/mcf-z-stacks-03212011_i11_s1_w2.tif,0.5
3403,z12/mcf-z-stacks-03212011_i11_s2_w2.tif,z16/mcf-z-stacks-03212011_i11_s2_w2.tif,z14/mcf-z-stacks-03212011_i11_s2_w2.tif,0.5
3404,z12/mcf-z-stacks-03212011_i12_s1_w2.tif,z16/mcf-z-stacks-03212011_i12_s1_w2.tif,z14/mcf-z-stacks-03212011_i12_s1_w2.tif,0.5
3405,z12/mcf-z-stacks-03212011_i12_s2_w2.tif,z16/mcf-z-stacks-03212011_i12_s2_w2.tif,z14/mcf-z-stacks-03212011_i12_s2_w2.tif,0.5
3406,z12/mcf-z-stacks-03212011_i13_s1_w2.tif,z16/mcf-z-stacks-03212011_i13_s1_w2.tif,z14/mcf-z-stacks-03212011_i13_s1_w2.tif,0.5
3407,z12/mcf-z-stacks-03212011_i13_s2_w2.tif,z16/mcf-z-stacks-03212011_i13_s2_w2.tif,z14/mcf-z-stacks-03212011_i13_s2_w2.tif,0.5
3408,z12/mcf-z-stacks-03212011_i14_s1_w2.tif,z16/mcf-z-stacks-03212011_i14_s1_w2.tif,z14/mcf-z-stacks-03212011_i14_s1_w2.tif,0.5
3409,z12/mcf-z-stacks-03212011_i14_s2_w2.tif,z16/mcf-z-stacks-03212011_i14_s2_w2.tif,z14/mcf-z-stacks-03212011_i14_s2_w2.tif,0.5
3410,z12/mcf-z-stacks-03212011_i15_s1_w2.tif,z16/mcf-z-stacks-03212011_i15_s1_w2.tif,z14/mcf-z-stacks-03212011_i15_s1_w2.tif,0.5
3411,z12/mcf-z-stacks-03212011_i15_s2_w2.tif,z16/mcf-z-stacks-03212011_i15_s2_w2.tif,z14/mcf-z-stacks-03212011_i15_s2_w2.tif,0.5
3412,z12/mcf-z-stacks-03212011_i16_s1_w2.tif,z16/mcf-z-stacks-03212011_i16_s1_w2.tif,z14/mcf-z-stacks-03212011_i16_s1_w2.tif,0.5
3413,z12/mcf-z-stacks-03212011_i16_s2_w2.tif,z16/mcf-z-stacks-03212011_i16_s2_w2.tif,z14/mcf-z-stacks-03212011_i16_s2_w2.tif,0.5
3414,z12/mcf-z-stacks-03212011_i17_s1_w2.tif,z16/mcf-z-stacks-03212011_i17_s1_w2.tif,z14/mcf-z-stacks-03212011_i17_s1_w2.tif,0.5
3415,z12/mcf-z-stacks-03212011_i17_s2_w2.tif,z16/mcf-z-stacks-03212011_i17_s2_w2.tif,z14/mcf-z-stacks-03212011_i17_s2_w2.tif,0.5
3416,z12/mcf-z-stacks-03212011_i18_s1_w2.tif,z16/mcf-z-stacks-03212011_i18_s1_w2.tif,z14/mcf-z-stacks-03212011_i18_s1_w2.tif,0.5
3417,z12/mcf-z-stacks-03212011_i18_s2_w2.tif,z16/mcf-z-stacks-03212011_i18_s2_w2.tif,z14/mcf-z-stacks-03212011_i18_s2_w2.tif,0.5
3418,z12/mcf-z-stacks-03212011_i19_s1_w2.tif,z16/mcf-z-stacks-03212011_i19_s1_w2.tif,z14/mcf-z-stacks-03212011_i19_s1_w2.tif,0.5
3419,z12/mcf-z-stacks-03212011_i19_s2_w2.tif,z16/mcf-z-stacks-03212011_i19_s2_w2.tif,z14/mcf-z-stacks-03212011_i19_s2_w2.tif,0.5
3420,z12/mcf-z-stacks-03212011_i20_s1_w2.tif,z16/mcf-z-stacks-03212011_i20_s1_w2.tif,z14/mcf-z-stacks-03212011_i20_s1_w2.tif,0.5
3421,z12/mcf-z-stacks-03212011_i20_s2_w2.tif,z16/mcf-z-stacks-03212011_i20_s2_w2.tif,z14/mcf-z-stacks-03212011_i20_s2_w2.tif,0.5
3422,z12/mcf-z-stacks-03212011_i21_s1_w2.tif,z16/mcf-z-stacks-03212011_i21_s1_w2.tif,z14/mcf-z-stacks-03212011_i21_s1_w2.tif,0.5
3423,z12/mcf-z-stacks-03212011_i21_s2_w2.tif,z16/mcf-z-stacks-03212011_i21_s2_w2.tif,z14/mcf-z-stacks-03212011_i21_s2_w2.tif,0.5
3424,z12/mcf-z-stacks-03212011_i22_s1_w2.tif,z16/mcf-z-stacks-03212011_i22_s1_w2.tif,z14/mcf-z-stacks-03212011_i22_s1_w2.tif,0.5
3425,z12/mcf-z-stacks-03212011_i22_s2_w2.tif,z16/mcf-z-stacks-03212011_i22_s2_w2.tif,z14/mcf-z-stacks-03212011_i22_s2_w2.tif,0.5
3426,z12/mcf-z-stacks-03212011_i23_s1_w2.tif,z16/mcf-z-stacks-03212011_i23_s1_w2.tif,z14/mcf-z-stacks-03212011_i23_s1_w2.tif,0.5
3427,z12/mcf-z-stacks-03212011_i23_s2_w2.tif,z16/mcf-z-stacks-03212011_i23_s2_w2.tif,z14/mcf-z-stacks-03212011_i23_s2_w2.tif,0.5
3428,z12/mcf-z-stacks-03212011_i24_s1_w2.tif,z16/mcf-z-stacks-03212011_i24_s1_w2.tif,z14/mcf-z-stacks-03212011_i24_s1_w2.tif,0.5
3429,z12/mcf-z-stacks-03212011_i24_s2_w2.tif,z16/mcf-z-stacks-03212011_i24_s2_w2.tif,z14/mcf-z-stacks-03212011_i24_s2_w2.tif,0.5
3430,z12/mcf-z-stacks-03212011_j01_s1_w2.tif,z16/mcf-z-stacks-03212011_j01_s1_w2.tif,z14/mcf-z-stacks-03212011_j01_s1_w2.tif,0.5
3431,z12/mcf-z-stacks-03212011_j01_s2_w2.tif,z16/mcf-z-stacks-03212011_j01_s2_w2.tif,z14/mcf-z-stacks-03212011_j01_s2_w2.tif,0.5
3432,z12/mcf-z-stacks-03212011_j02_s1_w2.tif,z16/mcf-z-stacks-03212011_j02_s1_w2.tif,z14/mcf-z-stacks-03212011_j02_s1_w2.tif,0.5
3433,z12/mcf-z-stacks-03212011_j02_s2_w2.tif,z16/mcf-z-stacks-03212011_j02_s2_w2.tif,z14/mcf-z-stacks-03212011_j02_s2_w2.tif,0.5
3434,z12/mcf-z-stacks-03212011_j03_s1_w2.tif,z16/mcf-z-stacks-03212011_j03_s1_w2.tif,z14/mcf-z-stacks-03212011_j03_s1_w2.tif,0.5
3435,z12/mcf-z-stacks-03212011_j03_s2_w2.tif,z16/mcf-z-stacks-03212011_j03_s2_w2.tif,z14/mcf-z-stacks-03212011_j03_s2_w2.tif,0.5
3436,z12/mcf-z-stacks-03212011_j04_s1_w2.tif,z16/mcf-z-stacks-03212011_j04_s1_w2.tif,z14/mcf-z-stacks-03212011_j04_s1_w2.tif,0.5
3437,z12/mcf-z-stacks-03212011_j04_s2_w2.tif,z16/mcf-z-stacks-03212011_j04_s2_w2.tif,z14/mcf-z-stacks-03212011_j04_s2_w2.tif,0.5
3438,z12/mcf-z-stacks-03212011_j05_s1_w2.tif,z16/mcf-z-stacks-03212011_j05_s1_w2.tif,z14/mcf-z-stacks-03212011_j05_s1_w2.tif,0.5
3439,z12/mcf-z-stacks-03212011_j05_s2_w2.tif,z16/mcf-z-stacks-03212011_j05_s2_w2.tif,z14/mcf-z-stacks-03212011_j05_s2_w2.tif,0.5
3440,z12/mcf-z-stacks-03212011_j06_s1_w2.tif,z16/mcf-z-stacks-03212011_j06_s1_w2.tif,z14/mcf-z-stacks-03212011_j06_s1_w2.tif,0.5
3441,z12/mcf-z-stacks-03212011_j06_s2_w2.tif,z16/mcf-z-stacks-03212011_j06_s2_w2.tif,z14/mcf-z-stacks-03212011_j06_s2_w2.tif,0.5
3442,z12/mcf-z-stacks-03212011_j07_s1_w2.tif,z16/mcf-z-stacks-03212011_j07_s1_w2.tif,z14/mcf-z-stacks-03212011_j07_s1_w2.tif,0.5
3443,z12/mcf-z-stacks-03212011_j07_s2_w2.tif,z16/mcf-z-stacks-03212011_j07_s2_w2.tif,z14/mcf-z-stacks-03212011_j07_s2_w2.tif,0.5
3444,z12/mcf-z-stacks-03212011_j08_s1_w2.tif,z16/mcf-z-stacks-03212011_j08_s1_w2.tif,z14/mcf-z-stacks-03212011_j08_s1_w2.tif,0.5
3445,z12/mcf-z-stacks-03212011_j08_s2_w2.tif,z16/mcf-z-stacks-03212011_j08_s2_w2.tif,z14/mcf-z-stacks-03212011_j08_s2_w2.tif,0.5
3446,z12/mcf-z-stacks-03212011_j09_s1_w2.tif,z16/mcf-z-stacks-03212011_j09_s1_w2.tif,z14/mcf-z-stacks-03212011_j09_s1_w2.tif,0.5
3447,z12/mcf-z-stacks-03212011_j09_s2_w2.tif,z16/mcf-z-stacks-03212011_j09_s2_w2.tif,z14/mcf-z-stacks-03212011_j09_s2_w2.tif,0.5
3448,z12/mcf-z-stacks-03212011_j10_s1_w2.tif,z16/mcf-z-stacks-03212011_j10_s1_w2.tif,z14/mcf-z-stacks-03212011_j10_s1_w2.tif,0.5
3449,z12/mcf-z-stacks-03212011_j10_s2_w2.tif,z16/mcf-z-stacks-03212011_j10_s2_w2.tif,z14/mcf-z-stacks-03212011_j10_s2_w2.tif,0.5
3450,z12/mcf-z-stacks-03212011_j11_s1_w2.tif,z16/mcf-z-stacks-03212011_j11_s1_w2.tif,z14/mcf-z-stacks-03212011_j11_s1_w2.tif,0.5
3451,z12/mcf-z-stacks-03212011_j11_s2_w2.tif,z16/mcf-z-stacks-03212011_j11_s2_w2.tif,z14/mcf-z-stacks-03212011_j11_s2_w2.tif,0.5
3452,z12/mcf-z-stacks-03212011_j12_s1_w2.tif,z16/mcf-z-stacks-03212011_j12_s1_w2.tif,z14/mcf-z-stacks-03212011_j12_s1_w2.tif,0.5
3453,z12/mcf-z-stacks-03212011_j12_s2_w2.tif,z16/mcf-z-stacks-03212011_j12_s2_w2.tif,z14/mcf-z-stacks-03212011_j12_s2_w2.tif,0.5
3454,z12/mcf-z-stacks-03212011_j13_s1_w2.tif,z16/mcf-z-stacks-03212011_j13_s1_w2.tif,z14/mcf-z-stacks-03212011_j13_s1_w2.tif,0.5
3455,z12/mcf-z-stacks-03212011_j13_s2_w2.tif,z16/mcf-z-stacks-03212011_j13_s2_w2.tif,z14/mcf-z-stacks-03212011_j13_s2_w2.tif,0.5
3456,z12/mcf-z-stacks-03212011_j14_s1_w2.tif,z16/mcf-z-stacks-03212011_j14_s1_w2.tif,z14/mcf-z-stacks-03212011_j14_s1_w2.tif,0.5
3457,z12/mcf-z-stacks-03212011_j14_s2_w2.tif,z16/mcf-z-stacks-03212011_j14_s2_w2.tif,z14/mcf-z-stacks-03212011_j14_s2_w2.tif,0.5
3458,z12/mcf-z-stacks-03212011_j15_s1_w2.tif,z16/mcf-z-stacks-03212011_j15_s1_w2.tif,z14/mcf-z-stacks-03212011_j15_s1_w2.tif,0.5
3459,z12/mcf-z-stacks-03212011_j15_s2_w2.tif,z16/mcf-z-stacks-03212011_j15_s2_w2.tif,z14/mcf-z-stacks-03212011_j15_s2_w2.tif,0.5
3460,z12/mcf-z-stacks-03212011_j16_s1_w2.tif,z16/mcf-z-stacks-03212011_j16_s1_w2.tif,z14/mcf-z-stacks-03212011_j16_s1_w2.tif,0.5
3461,z12/mcf-z-stacks-03212011_j16_s2_w2.tif,z16/mcf-z-stacks-03212011_j16_s2_w2.tif,z14/mcf-z-stacks-03212011_j16_s2_w2.tif,0.5
3462,z12/mcf-z-stacks-03212011_j17_s1_w2.tif,z16/mcf-z-stacks-03212011_j17_s1_w2.tif,z14/mcf-z-stacks-03212011_j17_s1_w2.tif,0.5
3463,z12/mcf-z-stacks-03212011_j17_s2_w2.tif,z16/mcf-z-stacks-03212011_j17_s2_w2.tif,z14/mcf-z-stacks-03212011_j17_s2_w2.tif,0.5
3464,z12/mcf-z-stacks-03212011_j18_s1_w2.tif,z16/mcf-z-stacks-03212011_j18_s1_w2.tif,z14/mcf-z-stacks-03212011_j18_s1_w2.tif,0.5
3465,z12/mcf-z-stacks-03212011_j18_s2_w2.tif,z16/mcf-z-stacks-03212011_j18_s2_w2.tif,z14/mcf-z-stacks-03212011_j18_s2_w2.tif,0.5
3466,z12/mcf-z-stacks-03212011_j19_s1_w2.tif,z16/mcf-z-stacks-03212011_j19_s1_w2.tif,z14/mcf-z-stacks-03212011_j19_s1_w2.tif,0.5
3467,z12/mcf-z-stacks-03212011_j19_s2_w2.tif,z16/mcf-z-stacks-03212011_j19_s2_w2.tif,z14/mcf-z-stacks-03212011_j19_s2_w2.tif,0.5
3468,z12/mcf-z-stacks-03212011_j20_s1_w2.tif,z16/mcf-z-stacks-03212011_j20_s1_w2.tif,z14/mcf-z-stacks-03212011_j20_s1_w2.tif,0.5
3469,z12/mcf-z-stacks-03212011_j20_s2_w2.tif,z16/mcf-z-stacks-03212011_j20_s2_w2.tif,z14/mcf-z-stacks-03212011_j20_s2_w2.tif,0.5
3470,z12/mcf-z-stacks-03212011_j21_s1_w2.tif,z16/mcf-z-stacks-03212011_j21_s1_w2.tif,z14/mcf-z-stacks-03212011_j21_s1_w2.tif,0.5
3471,z12/mcf-z-stacks-03212011_j21_s2_w2.tif,z16/mcf-z-stacks-03212011_j21_s2_w2.tif,z14/mcf-z-stacks-03212011_j21_s2_w2.tif,0.5
3472,z12/mcf-z-stacks-03212011_j22_s1_w2.tif,z16/mcf-z-stacks-03212011_j22_s1_w2.tif,z14/mcf-z-stacks-03212011_j22_s1_w2.tif,0.5
3473,z12/mcf-z-stacks-03212011_j22_s2_w2.tif,z16/mcf-z-stacks-03212011_j22_s2_w2.tif,z14/mcf-z-stacks-03212011_j22_s2_w2.tif,0.5
3474,z12/mcf-z-stacks-03212011_j23_s1_w2.tif,z16/mcf-z-stacks-03212011_j23_s1_w2.tif,z14/mcf-z-stacks-03212011_j23_s1_w2.tif,0.5
3475,z12/mcf-z-stacks-03212011_j23_s2_w2.tif,z16/mcf-z-stacks-03212011_j23_s2_w2.tif,z14/mcf-z-stacks-03212011_j23_s2_w2.tif,0.5
3476,z12/mcf-z-stacks-03212011_j24_s1_w2.tif,z16/mcf-z-stacks-03212011_j24_s1_w2.tif,z14/mcf-z-stacks-03212011_j24_s1_w2.tif,0.5
